negatives
"frozenset({'Q9H3H9', 'IL3', 'Q12800'})"
"frozenset({'Q9GZV8', 'P42681', 'IL3'})"
"frozenset({'Q7Z2H8', 'O00214', 'IL3'})"
"frozenset({'Q01726', 'IL3', 'P06737'})"
"frozenset({'Q9H4E5', 'IL3', 'Q9Y3M8'})"
"frozenset({'P27540', 'IL3', 'P41159'})"
"frozenset({'P15498', 'IL3', 'Q8IUQ4'})"
"frozenset({'P32121', 'IL3', 'Q13509'})"
"frozenset({'P20333', 'P07910', 'IL3'})"
"frozenset({'IL3', 'P04637', 'Q8TDN4'})"
"frozenset({'IL3', 'O95900', 'Q9Y2S7'})"
"frozenset({'Q8IZH2', 'IL3', 'O95807'})"
"frozenset({'Q9Y265', 'Q8IZL8', 'IL3'})"
"frozenset({'P49736', 'P23284', 'IL3'})"
"frozenset({'IL3', 'Q01844', 'O95983'})"
"frozenset({'P41143', 'IL3', 'O43255'})"
"frozenset({'O00571', 'IL3', 'Q9UKB1'})"
"frozenset({'IL3', 'Q99496', 'Q08945'})"
"frozenset({'Q9UPN6', 'P26583', 'IL3'})"
"frozenset({'Q16777', 'IL3', 'O15379'})"
"frozenset({'P07900', 'P27482', 'IL3'})"
"frozenset({'Q92882', 'Q15717', 'IL3'})"
"frozenset({'Q96T76', 'P09543', 'IL3'})"
"frozenset({'IL3', 'Q8N6R0', 'Q92922'})"
"frozenset({'Q7L190', 'P49736', 'IL3'})"
"frozenset({'IL3', 'Q8N8Y2', 'O43186'})"
"frozenset({'P62837', 'Q9UPQ7', 'IL3'})"
"frozenset({'IL3', 'P55060', 'P24941'})"
"frozenset({'IL3', 'Q14258', 'Q9BUN8'})"
"frozenset({'IL3', 'P30519', 'Q8TB96'})"
"frozenset({'P07437', 'Q99836', 'IL3'})"
"frozenset({'Q92519', 'IL3', 'Q92523'})"
"frozenset({'P62244', 'Q9Y6K9', 'IL3'})"
"frozenset({'P11021', 'P04626', 'IL3'})"
"frozenset({'O00483', 'IL3', 'Q9BPW8'})"
"frozenset({'Q6P9B6', 'Q16666', 'IL3'})"
"frozenset({'P10276', 'IL3', 'Q14258'})"
"frozenset({'Q8NG31', 'Q9H6Z9', 'IL3'})"
"frozenset({'P32121', 'IL3', 'O14974'})"
"frozenset({'P35626', 'Q6IF36', 'IL3'})"
"frozenset({'P17040', 'IL3', 'P04083'})"
"frozenset({'Q14676', 'Q92878', 'IL3'})"
"frozenset({'IL3', 'Q13011', 'Q9NXB0'})"
"frozenset({'Q15021', 'P04629', 'IL3'})"
"frozenset({'O60260', 'IL3', 'P49368'})"
"frozenset({'IL3', 'P06753', 'Q9NQW6'})"
"frozenset({'Q9H788', 'Q9Y286', 'IL3'})"
"frozenset({'P32969', 'P61313', 'IL3'})"
"frozenset({'Q9NWB1', 'P54259', 'IL3'})"
"frozenset({'O95714', 'IL3', 'Q99996'})"
"frozenset({'IL3', 'O94888', 'Q8IWS0'})"
"frozenset({'Q58FG0', 'IL3', 'P46777'})"
"frozenset({'P08238', 'Q9P215', 'IL3'})"
"frozenset({'P46087', 'IL3', 'Q9Y3T9'})"
"frozenset({'P15336', 'IL3', 'O75530'})"
"frozenset({'P49207', 'P15880', 'IL3'})"
"frozenset({'P24534', 'IL3', 'Q9H0R8'})"
"frozenset({'P04632', 'P11802', 'IL3'})"
"frozenset({'IL3', 'P09919', 'P42702'})"
"frozenset({'Q8WWN9', 'IL3', 'Q8NHQ1'})"
"frozenset({'P23396', 'Q86XR8', 'IL3'})"
"frozenset({'IL3', 'Q16236', 'P05129'})"
"frozenset({'Q6UXF1', 'Q15052', 'IL3'})"
"frozenset({'Q02535', 'P13349', 'IL3'})"
"frozenset({'Q9NZG7', 'Q96BA8', 'IL3'})"
"frozenset({'Q9Y2F5', 'P55199', 'IL3'})"
"frozenset({'P49321', 'Q9NYB0', 'IL3'})"
"frozenset({'O60262', 'IL3', 'Q8NGN3'})"
"frozenset({'P10114', 'Q15717', 'IL3'})"
"frozenset({'Q9H788', 'IL3', 'Q9Y605'})"
"frozenset({'Q9BUJ2', 'IL3', 'Q13243'})"
"frozenset({'Q14203', 'IL3', 'P55209'})"
"frozenset({'IL3', 'Q01844', 'Q9Y3M8'})"
"frozenset({'Q96PU5', 'IL3', 'O00165'})"
"frozenset({'P11277', 'Q9NP31', 'IL3'})"
"frozenset({'Q86U06', 'Q96SB4', 'IL3'})"
"frozenset({'P62829', 'IL3', 'Q5S007'})"
"frozenset({'Q8IYS2', 'IL3', 'O75844'})"
"frozenset({'P61513', 'Q92905', 'IL3'})"
"frozenset({'P11234', 'IL3', 'Q8IZJ4'})"
"frozenset({'Q14164', 'Q9NR30', 'IL3'})"
"frozenset({'P40425', 'IL3', 'P31269'})"
"frozenset({'Q6SPF0', 'IL3', 'Q8TB72'})"
"frozenset({'P14136', 'IL3', 'Q92685'})"
"frozenset({'IL3', 'P19484', 'P18859'})"
"frozenset({'Q92905', 'Q12834', 'IL3'})"
"frozenset({'IL3', 'Q96T49', 'O43186'})"
"frozenset({'Q9Y5B8', 'Q86XE0', 'IL3'})"
"frozenset({'P0CG38', 'Q16850', 'IL3'})"
"frozenset({'O43543', 'IL3', 'Q5TEU4'})"
"frozenset({'P28074', 'IL3', 'Q9Y244'})"
"frozenset({'O43353', 'P63261', 'IL3'})"
"frozenset({'P22314', 'P58546', 'IL3'})"
"frozenset({'O15360', 'O00141', 'IL3'})"
"frozenset({'Q9Y3M2', 'Q13009', 'IL3'})"
"frozenset({'P38398', 'IL3', 'P63261'})"
"frozenset({'P06733', 'Q9NZC7', 'IL3'})"
"frozenset({'Q13616', 'IL3', 'P13807'})"
"frozenset({'Q02543', 'IL3', 'P62917'})"
"frozenset({'P31749', 'P14778', 'IL3'})"
"frozenset({'Q8WTV0', 'IL3', 'Q5T2W1'})"
"frozenset({'P11388', 'IL3', 'P04637'})"
"frozenset({'P34925', 'IL3', 'Q68D85'})"
"frozenset({'Q13554', 'Q9NUG4', 'IL3'})"
"frozenset({'Q9BUG6', 'Q8N8U2', 'IL3'})"
"frozenset({'O75581', 'IL3', 'P56705'})"
"frozenset({'Q8IVD9', 'Q96C01', 'IL3'})"
"frozenset({'P51686', 'IL3', 'P43250'})"
"frozenset({'Q8TEY5', 'P15336', 'IL3'})"
"frozenset({'Q9UKE5', 'P62158', 'IL3'})"
"frozenset({'O43542', 'Q92878', 'IL3'})"
"frozenset({'Q96G25', 'IL3', 'Q93074'})"
"frozenset({'Q9Y383', 'IL3', 'P62995'})"
"frozenset({'Q9BPZ7', 'IL3', 'Q9UHB6'})"
"frozenset({'O75306', 'IL3', 'Q9UI09'})"
"frozenset({'P27635', 'IL3', 'Q96GD4'})"
"frozenset({'Q13315', 'P17600', 'IL3'})"
"frozenset({'O00231', 'Q9UL46', 'IL3'})"
"frozenset({'IL3', 'Q9GZV5', 'P63151'})"
"frozenset({'Q8WZ19', 'Q13618', 'IL3'})"
"frozenset({'Q96DB2', 'IL3', 'Q99879'})"
"frozenset({'IL3', 'Q00266', 'O14980'})"
"frozenset({'Q13057', 'P23443', 'IL3'})"
"frozenset({'P35268', 'IL3', 'P42766'})"
"frozenset({'Q13263', 'IL3', 'Q9BZS1'})"
"frozenset({'O00257', 'Q71DI3', 'IL3'})"
"frozenset({'Q8IU54', 'IL3', 'P08887'})"
"frozenset({'IL3', 'Q15464', 'Q12929'})"
"frozenset({'Q14687', 'IL3', 'Q92769'})"
"frozenset({'O43707', 'IL3', 'P15313'})"
"frozenset({'O75381', 'IL3', 'Q8N344'})"
"frozenset({'IL3', 'Q8TBB1', 'Q6RW13'})"
"frozenset({'Q9NRZ5', 'Q96FV3', 'IL3'})"
"frozenset({'IL3', 'Q9NRC8', 'O95793'})"
"frozenset({'IL3', 'Q13153', 'Q8N1N5'})"
"frozenset({'IL3', 'P09471', 'P34998'})"
"frozenset({'Q13573', 'IL3', 'Q9H1I8'})"
"frozenset({'O14936', 'IL3', 'Q12959'})"
"frozenset({'P32121', 'IL3', 'P39019'})"
"frozenset({'Q12965', 'Q01968', 'IL3'})"
"frozenset({'P31749', 'IL3', 'P45985'})"
"frozenset({'Q04864', 'P20226', 'IL3'})"
"frozenset({'Q8NE71', 'IL3', 'Q99496'})"
"frozenset({'P27695', 'IL3', 'Q92878'})"
"frozenset({'Q9UGL1', 'IL3', 'P55316'})"
"frozenset({'IL3', 'Q92504', 'Q5TA81'})"
"frozenset({'P42858', 'IL3', 'P09972'})"
"frozenset({'Q14994', 'Q15648', 'IL3'})"
"frozenset({'P13569', 'IL3', 'O95433'})"
"frozenset({'Q14999', 'IL3', 'P05141'})"
"frozenset({'P51587', 'IL3', 'Q06609'})"
"frozenset({'P39656', 'IL3', 'P30480'})"
"frozenset({'IL3', 'Q02641', 'Q969Q6'})"
"frozenset({'Q86XJ1', 'IL3', 'Q969E8'})"
"frozenset({'IL3', 'O95995', 'P61024'})"
"frozenset({'O43741', 'Q9UIH9', 'IL3'})"
"frozenset({'Q6ZU80', 'IL3', 'Q13371'})"
"frozenset({'IL3', 'Q00403', 'Q8TEE9'})"
"frozenset({'Q8IUC2', 'IL3', 'Q93062'})"
"frozenset({'P49841', 'P08670', 'IL3'})"
"frozenset({'P61981', 'Q6ZU52', 'IL3'})"
"frozenset({'P29460', 'Q9NPF7', 'IL3'})"
"frozenset({'IL3', 'O15350', 'O15111'})"
"frozenset({'Q9H6T3', 'IL3', 'Q9UKB1'})"
"frozenset({'Q15051', 'P46821', 'IL3'})"
"frozenset({'IL3', 'P63244', 'P26368'})"
"frozenset({'P00533', 'IL3', 'Q9UNE7'})"
"frozenset({'O00410', 'IL3', 'Q9NRD1'})"
"frozenset({'Q8WXF1', 'Q13618', 'IL3'})"
"frozenset({'Q969R5', 'P61289', 'IL3'})"
"frozenset({'Q07021', 'Q96H96', 'IL3'})"
"frozenset({'Q9Y4K3', 'IL3', 'P05198'})"
"frozenset({'Q8TAG9', 'P00533', 'IL3'})"
"frozenset({'IL3', 'P54252', 'P01891'})"
"frozenset({'Q07912', 'IL3', 'Q9NYZ3'})"
"frozenset({'P26012', 'P10451', 'IL3'})"
"frozenset({'Q504Q3', 'IL3', 'Q9UKS6'})"
"frozenset({'IL3', 'Q9NQT8', 'P21359'})"
"frozenset({'Q8NCP5', 'IL3', 'Q8NB12'})"
"frozenset({'P07900', 'IL3', 'Q96M98'})"
"frozenset({'Q13948', 'IL3', 'Q12778'})"
"frozenset({'O95990', 'IL3', 'P81605'})"
"frozenset({'Q12873', 'Q8NHZ7', 'IL3'})"
"frozenset({'P31040', 'IL3', 'P21912'})"
"frozenset({'Q9HD26', 'P08588', 'IL3'})"
"frozenset({'IL3', 'P61247', 'Q96SW2'})"
"frozenset({'IL3', 'Q5S007', 'P52907'})"
"frozenset({'O14640', 'Q99466', 'IL3'})"
"frozenset({'IL3', 'P62280', 'P83731'})"
"frozenset({'Q7KZN9', 'IL3', 'Q6PI78'})"
"frozenset({'P23528', 'IL3', 'Q9H8V3'})"
"frozenset({'P12931', 'Q07666', 'IL3'})"
"frozenset({'Q8N9Q2', 'P32969', 'IL3'})"
"frozenset({'Q9BXM9', 'IL3', 'P05067'})"
"frozenset({'Q9NRL2', 'IL3', 'P33778'})"
"frozenset({'P35268', 'IL3', 'O14965'})"
"frozenset({'P50991', 'Q15120', 'IL3'})"
"frozenset({'Q9UHQ7', 'IL3', 'P04179'})"
"frozenset({'IL3', 'Q9H257', 'P15622'})"
"frozenset({'Q92804', 'IL3', 'Q92831'})"
"frozenset({'P55036', 'IL3', 'Q05086'})"
"frozenset({'Q12905', 'Q92878', 'IL3'})"
"frozenset({'P20700', 'IL3', 'Q9H492'})"
"frozenset({'P20333', 'IL3', 'Q9UKB1'})"
"frozenset({'P32321', 'IL3', 'Q9H8Y8'})"
"frozenset({'Q04837', 'IL3', 'Q9UHA4'})"
"frozenset({'Q9H9T3', 'IL3', 'P29372'})"
"frozenset({'IL3', 'P35226', 'P84090'})"
"frozenset({'IL3', 'P36507', 'Q9UHA4'})"
"frozenset({'Q00796', 'IL3', 'Q3LXA3'})"
"frozenset({'P19419', 'IL3', 'P05129'})"
"frozenset({'IL3', 'Q9NXR1', 'Q70YC5'})"
"frozenset({'P35544', 'IL3', 'Q71UM5'})"
"frozenset({'IL3', 'P60510', 'Q66LE6'})"
"frozenset({'P05387', 'P62266', 'IL3'})"
"frozenset({'Q8IYI6', 'P14373', 'IL3'})"
"frozenset({'Q9BYP8', 'Q9BYE3', 'IL3'})"
"frozenset({'Q9HBR0', 'P29016', 'IL3'})"
"frozenset({'Q03426', 'Q9UBU9', 'IL3'})"
"frozenset({'Q9NQ11', 'Q9ULB1', 'IL3'})"
"frozenset({'Q13286', 'IL3', 'Q9H936'})"
"frozenset({'P57078', 'O75581', 'IL3'})"
"frozenset({'O75970', 'IL3', 'Q4VCS5'})"
"frozenset({'Q13315', 'Q15572', 'IL3'})"
"frozenset({'P31327', 'P31943', 'IL3'})"
"frozenset({'O14874', 'IL3', 'P05067'})"
"frozenset({'IL3', 'P05067', 'Q9ULW3'})"
"frozenset({'Q8TEP8', 'IL3', 'Q8TES7'})"
"frozenset({'IL3', 'P05067', 'Q7Z7H8'})"
"frozenset({'P43115', 'P63096', 'IL3'})"
"frozenset({'Q96GG9', 'IL3', 'P0DP23'})"
"frozenset({'Q9UBU9', 'Q9BVQ7', 'IL3'})"
"frozenset({'O15296', 'O75616', 'IL3'})"
"frozenset({'Q9Y679', 'Q9UBV2', 'IL3'})"
"frozenset({'Q96GM5', 'Q15532', 'IL3'})"
"frozenset({'IL3', 'Q8N1F7', 'P63279'})"
"frozenset({'P60410', 'IL3', 'Q5T7P3'})"
"frozenset({'Q6IAA8', 'IL3', 'Q7L523'})"
"frozenset({'Q00610', 'IL3', 'Q9UKG9'})"
"frozenset({'Q92794', 'IL3', 'Q16695'})"
"frozenset({'Q9Y231', 'IL3', 'Q92692'})"
"frozenset({'P49116', 'P55196', 'IL3'})"
"frozenset({'P40763', 'P02679', 'IL3'})"
"frozenset({'Q13239', 'IL3', 'P01106'})"
"frozenset({'IL3', 'P00749', 'P13196'})"
"frozenset({'Q96RT1', 'O60716', 'IL3'})"
"frozenset({'O43189', 'Q8NC74', 'IL3'})"
"frozenset({'P35637', 'IL3', 'Q99873'})"
"frozenset({'IL3', 'O94888', 'Q9UKV5'})"
"frozenset({'P10276', 'IL3', 'O15379'})"
"frozenset({'Q13115', 'IL3', 'P45984'})"
"frozenset({'O43390', 'O00571', 'IL3'})"
"frozenset({'P61764', 'IL3', 'Q12846'})"
"frozenset({'Q08629', 'P01375', 'IL3'})"
"frozenset({'Q9H9S0', 'IL3', 'Q5PRF9'})"
"frozenset({'Q14500', 'IL3', 'O14910'})"
"frozenset({'Q96EG3', 'Q9Y5A6', 'IL3'})"
"frozenset({'Q9BV73', 'IL3', 'P62249'})"
"frozenset({'O60812', 'IL3', 'Q92905'})"
"frozenset({'Q6P4R8', 'P0C1Z6', 'IL3'})"
"frozenset({'P55265', 'IL3', 'Q9NUL3'})"
"frozenset({'IL3', 'P61081', 'P24941'})"
"frozenset({'Q9ULR3', 'Q13009', 'IL3'})"
"frozenset({'Q16629', 'IL3', 'Q07955'})"
"frozenset({'Q8N5A5', 'IL3', 'O14641'})"
"frozenset({'Q9UBS0', 'IL3', 'P49368'})"
"frozenset({'P14598', 'P60484', 'IL3'})"
"frozenset({'Q9UNI6', 'Q9UJY1', 'IL3'})"
"frozenset({'IL3', 'Q14318', 'P20618'})"
"frozenset({'Q12962', 'P42285', 'IL3'})"
"frozenset({'P11177', 'IL3', 'P08865'})"
"frozenset({'IL3', 'Q01196', 'P05164'})"
"frozenset({'Q00987', 'IL3', 'P61088'})"
"frozenset({'Q9Y2H6', 'P46379', 'IL3'})"
"frozenset({'Q9H082', 'IL3', 'Q9H0R8'})"
"frozenset({'Q9UNN5', 'IL3', 'P12757'})"
"frozenset({'Q12899', 'IL3', 'Q9BWX1'})"
"frozenset({'P04629', 'Q6IBW4', 'IL3'})"
"frozenset({'P62079', 'Q96LU5', 'IL3'})"
"frozenset({'IL3', 'Q13769', 'Q9BXK1'})"
"frozenset({'Q99832', 'P30542', 'IL3'})"
"frozenset({'P62244', 'P19320', 'IL3'})"
"frozenset({'IL3', 'P08758', 'P05161'})"
"frozenset({'P27694', 'IL3', 'P55957'})"
"frozenset({'P01889', 'IL3', 'P63167'})"
"frozenset({'Q8NBJ4', 'Q9C0J1', 'IL3'})"
"frozenset({'P61326', 'IL3', 'Q9UKV3'})"
"frozenset({'Q8NGG8', 'P62873', 'IL3'})"
"frozenset({'IL3', 'P06239', 'Q13291'})"
"frozenset({'P40925', 'Q6IQ23', 'IL3'})"
"frozenset({'Q15717', 'IL3', 'Q5PRF9'})"
"frozenset({'O75533', 'IL3', 'Q15393'})"
"frozenset({'Q9HCN6', 'P07947', 'IL3'})"
"frozenset({'P23258', 'Q5S007', 'IL3'})"
"frozenset({'Q8NBS9', 'IL3', 'Q06330'})"
"frozenset({'P59768', 'P41586', 'IL3'})"
"frozenset({'IL3', 'Q71SY5', 'P36956'})"
"frozenset({'IL3', 'P68036', 'O95817'})"
"frozenset({'IL3', 'Q5JRA6', 'Q53EZ4'})"
"frozenset({'Q9NS98', 'IL3', 'Q9UIW2'})"
"frozenset({'Q14746', 'IL3', 'Q86VU5'})"
"frozenset({'Q9UBB9', 'IL3', 'Q3B820'})"
"frozenset({'P29692', 'P53396', 'IL3'})"
"frozenset({'Q5VU43', 'IL3', 'Q8N3C7'})"
"frozenset({'P0DML3', 'IL3', 'P50222'})"
"frozenset({'Q8NES3', 'IL3', 'P05067'})"
"frozenset({'Q7L2J0', 'Q96MH2', 'IL3'})"
"frozenset({'P05412', 'IL3', 'Q5SSJ5'})"
"frozenset({'O75360', 'P43308', 'IL3'})"
"frozenset({'P20929', 'IL3', 'A4UGR9'})"
"frozenset({'Q96JH7', 'IL3', 'Q9ULK4'})"
"frozenset({'Q9UBX2', 'IL3', 'P52926'})"
"frozenset({'IL3', 'O43597', 'P21912'})"
"frozenset({'Q96S59', 'IL3', 'Q9Y478'})"
"frozenset({'P13639', 'IL3', 'O14965'})"
"frozenset({'Q9BYV6', 'IL3', 'Q86W42'})"
"frozenset({'P04629', 'P53621', 'IL3'})"
"frozenset({'Q68CL5', 'IL3', 'Q01844'})"
"frozenset({'O43463', 'Q56NI9', 'IL3'})"
"frozenset({'P43115', 'IL3', 'Q86YS7'})"
"frozenset({'Q86VP6', 'IL3', 'Q9H2U1'})"
"frozenset({'IL3', 'P25208', 'O15350'})"
"frozenset({'O95678', 'Q96GG9', 'IL3'})"
"frozenset({'O75888', 'Q8IU85', 'IL3'})"
"frozenset({'Q6P1K8', 'IL3', 'O14980'})"
"frozenset({'Q15796', 'Q14511', 'IL3'})"
"frozenset({'Q9P0K1', 'P49674', 'IL3'})"
"frozenset({'Q99719', 'O95251', 'IL3'})"
"frozenset({'P17948', 'IL3', 'P52803'})"
"frozenset({'P23193', 'IL3', 'P19387'})"
"frozenset({'IL3', 'P04179', 'Q12778'})"
"frozenset({'Q15637', 'IL3', 'Q13243'})"
"frozenset({'P82663', 'Q8IXZ2', 'IL3'})"
"frozenset({'Q9P015', 'IL3', 'P49406'})"
"frozenset({'Q9H425', 'IL3', 'Q9Y2I6'})"
"frozenset({'P24534', 'IL3', 'Q9H1Y0'})"
"frozenset({'IL3', 'Q9NXV6', 'O43683'})"
"frozenset({'P55072', 'P15735', 'IL3'})"
"frozenset({'Q68CZ6', 'IL3', 'O14980'})"
"frozenset({'O00626', 'IL3', 'P25025'})"
"frozenset({'P19784', 'IL3', 'Q86SE9'})"
"frozenset({'Q99489', 'IL3', 'P50542'})"
"frozenset({'P06241', 'Q07666', 'IL3'})"
"frozenset({'Q8WZ59', 'IL3', 'Q9BYR9'})"
"frozenset({'IL3', 'P51677', 'P43250'})"
"frozenset({'P49257', 'O14579', 'IL3'})"
"frozenset({'Q14155', 'IL3', 'Q9BZW8'})"
"frozenset({'IL3', 'Q9UBH6', 'Q9Y6A5'})"
"frozenset({'Q96ST3', 'IL3', 'Q8WWY6'})"
"frozenset({'O60573', 'Q7Z3S9', 'IL3'})"
"frozenset({'Q96LB9', 'IL3', 'Q96HY7'})"
"frozenset({'IL3', 'Q8WTR7', 'Q9H9D4'})"
"frozenset({'P55317', 'P17096', 'IL3'})"
"frozenset({'Q8N4V1', 'Q8WUA2', 'IL3'})"
"frozenset({'Q12789', 'Q16181', 'IL3'})"
"frozenset({'Q7Z434', 'IL3', 'Q9BYX4'})"
"frozenset({'Q9UKE5', 'O76003', 'IL3'})"
"frozenset({'Q9UNE7', 'IL3', 'P29034'})"
"frozenset({'IL3', 'Q8NHG8', 'Q5H9R7'})"
"frozenset({'Q7Z460', 'IL3', 'O00716'})"
"frozenset({'IL3', 'Q8TCJ0', 'O43175'})"
"frozenset({'Q8IW41', 'IL3', 'P17612'})"
"frozenset({'Q9NPF7', 'IL3', 'P35638'})"
"frozenset({'Q6NT76', 'O75553', 'IL3'})"
"frozenset({'Q14494', 'IL3', 'Q9BYV9'})"
"frozenset({'P52597', 'Q96GG9', 'IL3'})"
"frozenset({'P05014', 'IL3', 'Q8IU57'})"
"frozenset({'Q6PKC3', 'P42229', 'IL3'})"
"frozenset({'Q5UIP0', 'IL3', 'Q15102'})"
"frozenset({'Q7L5N1', 'IL3', 'Q9Y2J4'})"
"frozenset({'Q03164', 'IL3', 'P42568'})"
"frozenset({'P53355', 'Q15418', 'IL3'})"
"frozenset({'O75147', 'O60231', 'IL3'})"
"frozenset({'P61981', 'Q86TI0', 'IL3'})"
"frozenset({'Q86XP0', 'IL3', 'P05129'})"
"frozenset({'Q8N3X1', 'Q9HCE1', 'IL3'})"
"frozenset({'IL3', 'Q8WUX1', 'P51148'})"
"frozenset({'P19087', 'P16499', 'IL3'})"
"frozenset({'O00327', 'P55854', 'IL3'})"
"frozenset({'O00567', 'IL3', 'Q16637'})"
"frozenset({'Q13315', 'O14924', 'IL3'})"
"frozenset({'O14744', 'P45973', 'IL3'})"
"frozenset({'IL3', 'Q9Y4X4', 'Q9UJW3'})"
"frozenset({'P13569', 'IL3', 'O95831'})"
"frozenset({'Q8IYT8', 'O76003', 'IL3'})"
