#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
P53680	P62993	1	EGFR1	4	physical	AP2S1	GRB2
P53680	Q16695	1	EGFR1	4	physical	AP2S1	HIST3H3
P53680	P46940	1	EGFR1	4	physical	AP2S1	IQGAP1
P53680	Q04695	1	EGFR1	4	physical	AP2S1	KRT17
P53680	P05783	1	EGFR1	4	physical	AP2S1	KRT18
P53680	P08729	1	EGFR1	4	physical	AP2S1	KRT7
P53680	P05787	1	EGFR1	4	physical	AP2S1	KRT8
P53680	Q6WCQ1	1	EGFR1	4	physical	AP2S1	MPRIP
P53680	Q15149	1	EGFR1	4	physical	AP2S1	PLEC
P53680	Q06124	1	EGFR1	4	physical	AP2S1	PTPN11
P53680	Q9H0H5	1	EGFR1	4	physical	AP2S1	RACGAP1
P53680	P29353	1	EGFR1	4	physical	AP2S1	SHC1
P53680	Q2TAY7	1	EGFR1	4	physical	AP2S1	SMU1
P53680	P62316	1	EGFR1	4	physical	AP2S1	SNRPD2
P53680	Q07889	1	EGFR1	4	physical	AP2S1	SOS1
P53680	P52735	1	EGFR1	4	physical	AP2S1	VAV2
P53680	Q9UKW4	1	EGFR1	4	physical	AP2S1	VAV3
Q9UKG1	O94776	1	EGFR1	4	physical	APPL1	MTA2
Q9UKG1	Q16576	1	EGFR1	4	physical	APPL1	RBBP7
Q8NEU8	O94776	1	EGFR1	4	physical	APPL2	MTA2
Q8NEU8	Q16576	1	EGFR1	4	physical	APPL2	RBBP7
P10398	Q02750	1	EGFR1	4	Phosphorylation	ARAF	MAP2K1
P18085	P00533	1	EGFR1	4	physical	ARF4	EGFR
Q9ULH1	Q8NFH8	1	EGFR1	4	physical	ASAP1	REPS2
Q9ULH1	Q96B97	1	EGFR1	4	physical	ASAP1	SH3KBP1
P36542	P62736	1	EGFR1	4	physical	ATP5C1	ACTA2
P36542	P22681	1	EGFR1	4	physical	ATP5C1	CBL
P36542	Q13191	1	EGFR1	4	physical	ATP5C1	CBLB
P36542	P01133	1	EGFR1	4	physical	ATP5C1	EGF
P36542	P00533	1	EGFR1	4	physical	ATP5C1	EGFR
P36542	Q9UJM3	1	EGFR1	4	physical	ATP5C1	ERRFI1
P36542	P62993	1	EGFR1	4	physical	ATP5C1	GRB2
P36542	P00403	1	EGFR1	4	physical	ATP5C1	MT-CO2
P36542	P27986	1	EGFR1	4	physical	ATP5C1	PIK3R1
P36542	O00459	1	EGFR1	4	physical	ATP5C1	PIK3R2
P36542	P29353	1	EGFR1	4	physical	ATP5C1	SHC1
P36542	P62316	1	EGFR1	4	physical	ATP5C1	SNRPD2
P36542	Q07889	1	EGFR1	4	physical	ATP5C1	SOS1
P36542	Q07890	1	EGFR1	4	physical	ATP5C1	SOS2
P36542	P0CG47	1	EGFR1	4	physical	ATP5C1	UBB
P36542	P52735	1	EGFR1	4	physical	ATP5C1	VAV2
P36542	P63104	1	EGFR1	4	physical	ATP5C1	YWHAZ
Q99700	P00533	1	EGFR1	4	physical	ATXN2	EGFR
P15056	P46940	1	EGFR1	4	physical	BRAF	IQGAP1
P15056	P01116	1	EGFR1	4	physical	BRAF	KRAS
P15056	P04049	1	EGFR1	4	physical	BRAF	RAF1
Q9UQM7	P00533	1	EGFR1	4	Phosphorylation	CAMK2A	EGFR
P55211	P28482	1	EGFR1	4	physical	CASP9	MAPK1
P55211	P27361	1	EGFR1	4	physical	CASP9	MAPK3
Q03135	P12830	1	EGFR1	4	physical	CAV1	CDH1
Q03135	Q05193	1	EGFR1	4	physical	CAV1	DNM1
Q03135	P00533	1	EGFR1	4	physical	CAV1	EGFR
Q03135	Q14451	1	EGFR1	4	physical	CAV1	GRB7
Q03135	P28482	1	EGFR1	4	physical	CAV1	MAPK1
Q03135	P27361	1	EGFR1	4	physical	CAV1	MAPK3
Q03135	Q13393	1	EGFR1	4	physical	CAV1	PLD1
Q03135	Q05397	1	EGFR1	4	physical	CAV1	PTK2
Q03135	P12931	1	EGFR1	4	physical	CAV1	SRC
P51636	P16333	1	EGFR1	4	physical	CAV2	NCK1
P51636	P20936	1	EGFR1	4	physical	CAV2	RASA1
P51636	P12931	1	EGFR1	4	physical	CAV2	SRC
P22681	Q8IZP0	1	EGFR1	4	physical	CBL	ABI1
P22681	P62736	1	EGFR1	4	physical	CBL	ACTA2
P22681	P36542	1	EGFR1	4	physical	CBL	ATP5C1
P22681	Q13191	1	EGFR1	4	physical	CBL	CBLB
P22681	P46108	1	EGFR1	4	physical	CBL	CRK
P22681	P46109	1	EGFR1	4	physical	CBL	CRKL
P22681	P01133	1	EGFR1	4	physical	CBL	EGF
P22681	P00533	1	EGFR1	4	physical	CBL	EGFR
P22681	P00533	1	EGFR1	4	Ubiquitination	CBL	EGFR
P22681	Q9UJM3	1	EGFR1	4	physical	CBL	ERRFI1
P22681	P62993	1	EGFR1	4	physical	CBL	GRB2
P22681	P00403	1	EGFR1	4	physical	CBL	MT-CO2
P22681	P27986	1	EGFR1	4	physical	CBL	PIK3R1
P22681	O00459	1	EGFR1	4	physical	CBL	PIK3R2
P22681	P19174	1	EGFR1	4	physical	CBL	PLCG1
P22681	Q96B97	1	EGFR1	4	physical	CBL	SH3KBP1
P22681	P29353	1	EGFR1	4	physical	CBL	SHC1
P22681	P62316	1	EGFR1	4	physical	CBL	SNRPD2
P22681	Q07889	1	EGFR1	4	physical	CBL	SOS1
P22681	Q07890	1	EGFR1	4	physical	CBL	SOS2
P22681	O43597	1	EGFR1	4	physical	CBL	SPRY2
P22681	P0CG47	1	EGFR1	4	physical	CBL	UBB
P22681	P52735	1	EGFR1	4	physical	CBL	VAV2
P22681	P63104	1	EGFR1	4	physical	CBL	YWHAZ
Q13191	P62736	1	EGFR1	4	physical	CBLB	ACTA2
Q13191	O95782	1	EGFR1	4	physical	CBLB	AP2A1
Q13191	P63010	1	EGFR1	4	physical	CBLB	AP2B1
Q13191	P53680	1	EGFR1	4	physical	CBLB	AP2S1
Q13191	P36542	1	EGFR1	4	physical	CBLB	ATP5C1
Q13191	P22681	1	EGFR1	4	physical	CBLB	CBL
Q13191	P13987	1	EGFR1	4	physical	CBLB	CD59
Q13191	P01133	1	EGFR1	4	physical	CBLB	EGF
Q13191	P00533	1	EGFR1	4	Ubiquitination	CBLB	EGFR
Q13191	P00533	1	EGFR1	4	physical	CBLB	EGFR
Q13191	P58107	1	EGFR1	4	physical	CBLB	EPPK1
Q13191	Q9UJM3	1	EGFR1	4	physical	CBLB	ERRFI1
Q13191	P62993	1	EGFR1	4	physical	CBLB	GRB2
Q13191	Q16695	1	EGFR1	4	physical	CBLB	HIST3H3
Q13191	P46940	1	EGFR1	4	physical	CBLB	IQGAP1
Q13191	Q04695	1	EGFR1	4	physical	CBLB	KRT17
Q13191	P05783	1	EGFR1	4	physical	CBLB	KRT18
Q13191	P08729	1	EGFR1	4	physical	CBLB	KRT7
Q13191	P05787	1	EGFR1	4	physical	CBLB	KRT8
Q13191	Q6WCQ1	1	EGFR1	4	physical	CBLB	MPRIP
Q13191	P00403	1	EGFR1	4	physical	CBLB	MT-CO2
Q13191	P27986	1	EGFR1	4	physical	CBLB	PIK3R1
Q13191	O00459	1	EGFR1	4	physical	CBLB	PIK3R2
Q13191	Q15149	1	EGFR1	4	physical	CBLB	PLEC
Q13191	Q06124	1	EGFR1	4	physical	CBLB	PTPN11
Q13191	Q9H0H5	1	EGFR1	4	physical	CBLB	RACGAP1
Q13191	P29353	1	EGFR1	4	physical	CBLB	SHC1
Q13191	Q2TAY7	1	EGFR1	4	physical	CBLB	SMU1
Q13191	P62316	1	EGFR1	4	physical	CBLB	SNRPD2
Q13191	Q07889	1	EGFR1	4	physical	CBLB	SOS1
Q13191	Q07890	1	EGFR1	4	physical	CBLB	SOS2
Q13191	P0CG47	1	EGFR1	4	physical	CBLB	UBB
Q13191	P52735	1	EGFR1	4	physical	CBLB	VAV2
Q13191	Q9UKW4	1	EGFR1	4	physical	CBLB	VAV3
Q13191	P63104	1	EGFR1	4	physical	CBLB	YWHAZ
Q9ULV8	P46108	1	EGFR1	4	physical	CBLC	CRK
Q9ULV8	P00533	1	EGFR1	4	physical	CBLC	EGFR
Q9ULV8	P62993	1	EGFR1	4	physical	CBLC	GRB2
Q9ULV8	O43597	1	EGFR1	4	physical	CBLC	SPRY2
Q6P1N0	P31749	1	EGFR1	4	physical	CC2D1A	AKT1
Q6P1N0	P00533	1	EGFR1	4	physical	CC2D1A	EGFR
Q6P1N0	O15530	1	EGFR1	4	physical	CC2D1A	PDPK1
P13987	O95782	1	EGFR1	4	physical	CD59	AP2A1
P13987	P63010	1	EGFR1	4	physical	CD59	AP2B1
P13987	P53680	1	EGFR1	4	physical	CD59	AP2S1
P13987	Q13191	1	EGFR1	4	physical	CD59	CBLB
P13987	P00533	1	EGFR1	4	physical	CD59	EGFR
P13987	P58107	1	EGFR1	4	physical	CD59	EPPK1
P13987	P62993	1	EGFR1	4	physical	CD59	GRB2
P13987	Q16695	1	EGFR1	4	physical	CD59	HIST3H3
P13987	P46940	1	EGFR1	4	physical	CD59	IQGAP1
P13987	Q04695	1	EGFR1	4	physical	CD59	KRT17
P13987	P05783	1	EGFR1	4	physical	CD59	KRT18
P13987	P08729	1	EGFR1	4	physical	CD59	KRT7
P13987	P05787	1	EGFR1	4	physical	CD59	KRT8
P13987	Q6WCQ1	1	EGFR1	4	physical	CD59	MPRIP
P13987	Q15149	1	EGFR1	4	physical	CD59	PLEC
P13987	Q06124	1	EGFR1	4	physical	CD59	PTPN11
P13987	Q9H0H5	1	EGFR1	4	physical	CD59	RACGAP1
P13987	P29353	1	EGFR1	4	physical	CD59	SHC1
P13987	Q2TAY7	1	EGFR1	4	physical	CD59	SMU1
P13987	P62316	1	EGFR1	4	physical	CD59	SNRPD2
P13987	Q07889	1	EGFR1	4	physical	CD59	SOS1
P13987	P52735	1	EGFR1	4	physical	CD59	VAV2
P13987	Q9UKW4	1	EGFR1	4	physical	CD59	VAV3
P60953	Q13233	1	EGFR1	4	physical	CDC42	MAP3K1
P60953	Q9Y6R4	1	EGFR1	4	physical	CDC42	MAP3K4
P60953	Q07912	1	EGFR1	4	physical	CDC42	TNK2
P12830	Q03135	1	EGFR1	4	physical	CDH1	CAV1
Q00535	O14939	1	EGFR1	4	physical	CDK5	PLD2
Q00535	O14939	1	EGFR1	4	Phosphorylation	CDK5	PLD2
Q16667	P05412	1	EGFR1	4	Phosphorylation	CDKN3	JUN
P13688	P29353	1	EGFR1	4	physical	CEACAM1	SHC1
P49715	P01106	1	EGFR1	4	physical	CEBPA	MYC
P17676	P01106	1	EGFR1	4	physical	CEBPB	MYC
P46108	P22681	1	EGFR1	4	physical	CRK	CBL
P46108	Q9ULV8	1	EGFR1	4	physical	CRK	CBLC
P46108	P00533	1	EGFR1	4	physical	CRK	EGFR
P46108	P62993	1	EGFR1	4	physical	CRK	GRB2
P46108	P45983	1	EGFR1	4	physical	CRK	MAPK8
P46108	Q96D71	1	EGFR1	4	physical	CRK	REPS1
P46108	Q07889	1	EGFR1	4	physical	CRK	SOS1
P46109	P22681	1	EGFR1	4	physical	CRKL	CBL
P41240	P00533	1	EGFR1	4	physical	CSK	EGFR
O60716	P29350	1	EGFR1	4	physical	CTNND1	PTPN6
Q05193	Q03135	1	EGFR1	4	physical	DNM1	CAV1
Q05193	P19174	1	EGFR1	4	physical	DNM1	PLCG1
Q05193	Q99963	1	EGFR1	4	physical	DNM1	SH3GL3
Q05193	P12931	1	EGFR1	4	physical	DNM1	SRC
O60496	P00533	1	EGFR1	4	physical	DOK2	EGFR
O60496	P16333	1	EGFR1	4	physical	DOK2	NCK1
O60496	P20936	1	EGFR1	4	physical	DOK2	RASA1
P68104	O75312	1	EGFR1	4	physical	EEF1A1	ZNF259
P01133	P62736	1	EGFR1	4	physical	EGF	ACTA2
P01133	P36542	1	EGFR1	4	physical	EGF	ATP5C1
P01133	P22681	1	EGFR1	4	physical	EGF	CBL
P01133	Q13191	1	EGFR1	4	physical	EGF	CBLB
P01133	P00533	1	EGFR1	4	physical	EGF	EGFR
P01133	Q9UJM3	1	EGFR1	4	physical	EGF	ERRFI1
P01133	P62993	1	EGFR1	4	physical	EGF	GRB2
P01133	P00403	1	EGFR1	4	physical	EGF	MT-CO2
P01133	P27986	1	EGFR1	4	physical	EGF	PIK3R1
P01133	O00459	1	EGFR1	4	physical	EGF	PIK3R2
P01133	P29353	1	EGFR1	4	physical	EGF	SHC1
P01133	P62316	1	EGFR1	4	physical	EGF	SNRPD2
P01133	Q07889	1	EGFR1	4	physical	EGF	SOS1
P01133	Q07890	1	EGFR1	4	physical	EGF	SOS2
P01133	P0CG47	1	EGFR1	4	physical	EGF	UBB
P01133	P52735	1	EGFR1	4	physical	EGF	VAV2
P01133	P63104	1	EGFR1	4	physical	EGF	YWHAZ
P00533	P62736	1	EGFR1	4	physical	EGFR	ACTA2
P00533	P25098	1	EGFR1	4	physical	EGFR	ADRBK1
P00533	P31749	1	EGFR1	4	physical	EGFR	AKT1
P00533	O95782	1	EGFR1	4	physical	EGFR	AP2A1
P00533	P63010	1	EGFR1	4	physical	EGFR	AP2B1
P00533	P53680	1	EGFR1	4	physical	EGFR	AP2S1
P00533	P18085	1	EGFR1	4	physical	EGFR	ARF4
P00533	P36542	1	EGFR1	4	physical	EGFR	ATP5C1
P00533	Q99700	1	EGFR1	4	physical	EGFR	ATXN2
P00533	Q03135	1	EGFR1	4	physical	EGFR	CAV1
P00533	P22681	1	EGFR1	4	physical	EGFR	CBL
P00533	Q13191	1	EGFR1	4	physical	EGFR	CBLB
P00533	Q9ULV8	1	EGFR1	4	physical	EGFR	CBLC
P00533	Q6P1N0	1	EGFR1	4	physical	EGFR	CC2D1A
P00533	P13987	1	EGFR1	4	physical	EGFR	CD59
P00533	P13688	1	EGFR1	4	Phosphorylation	EGFR	CEACAM1
P00533	P46108	1	EGFR1	4	physical	EGFR	CRK
P00533	P46108	1	EGFR1	4	Phosphorylation	EGFR	CRK
P00533	P41240	1	EGFR1	4	physical	EGFR	CSK
P00533	O60496	1	EGFR1	4	physical	EGFR	DOK2
P00533	P01133	1	EGFR1	4	physical	EGFR	EGF
P00533	P58107	1	EGFR1	4	physical	EGFR	EPPK1
P00533	P42566	1	EGFR1	4	Phosphorylation	EGFR	EPS15
P00533	P42566	1	EGFR1	4	physical	EGFR	EPS15
P00533	Q12929	1	EGFR1	4	physical	EGFR	EPS8
P00533	Q12929	1	EGFR1	4	Phosphorylation	EGFR	EPS8
P00533	P04626	1	EGFR1	4	physical	EGFR	ERBB2
P00533	P21860	1	EGFR1	4	Phosphorylation	EGFR	ERBB3
P00533	Q9UJM3	1	EGFR1	4	physical	EGFR	ERRFI1
P00533	Q8WU20	1	EGFR1	4	physical	EGFR	FRS2
P00533	Q13480	1	EGFR1	4	physical	EGFR	GAB1
P00533	Q13480	1	EGFR1	4	Phosphorylation	EGFR	GAB1
P00533	Q9H706	1	EGFR1	4	physical	EGFR	GAREM
P00533	Q13322	1	EGFR1	4	physical	EGFR	GRB10
P00533	P62993	1	EGFR1	4	Phosphorylation	EGFR	GRB2
P00533	P62993	1	EGFR1	4	physical	EGFR	GRB2
P00533	Q16695	1	EGFR1	4	physical	EGFR	HIST3H3
P00533	P42858	1	EGFR1	4	physical	EGFR	HTT
P00533	Q8NFM7	1	EGFR1	4	physical	EGFR	IL17RD
P00533	O15357	1	EGFR1	4	physical	EGFR	INPPL1
P00533	P46940	1	EGFR1	4	physical	EGFR	IQGAP1
P00533	P23458	1	EGFR1	4	Phosphorylation	EGFR	JAK1
P00533	O60674	1	EGFR1	4	Phosphorylation	EGFR	JAK2
P00533	Q04695	1	EGFR1	4	physical	EGFR	KRT17
P00533	P05783	1	EGFR1	4	physical	EGFR	KRT18
P00533	P08729	1	EGFR1	4	physical	EGFR	KRT7
P00533	P05787	1	EGFR1	4	physical	EGFR	KRT8
P00533	Q02750	1	EGFR1	4	physical	EGFR	MAP2K1
P00533	Q99558	1	EGFR1	4	physical	EGFR	MAP3K14
P00533	P28482	1	EGFR1	4	physical	EGFR	MAPK1
P00533	Q6WCQ1	1	EGFR1	4	physical	EGFR	MPRIP
P00533	P00403	1	EGFR1	4	physical	EGFR	MT-CO2
P00533	P16333	1	EGFR1	4	physical	EGFR	NCK1
P00533	O43639	1	EGFR1	4	physical	EGFR	NCK2
P00533	Q13153	1	EGFR1	4	physical	EGFR	PAK1
P00533	O15530	1	EGFR1	4	physical	EGFR	PDPK1
P00533	O00750	1	EGFR1	4	physical	EGFR	PIK3C2B
P00533	P27986	1	EGFR1	4	physical	EGFR	PIK3R1
P00533	O00459	1	EGFR1	4	physical	EGFR	PIK3R2
P00533	Q00169	1	EGFR1	4	physical	EGFR	PITPNA
P00533	P19174	1	EGFR1	4	physical	EGFR	PLCG1
P00533	P19174	1	EGFR1	4	Phosphorylation	EGFR	PLCG1
P00533	Q13393	1	EGFR1	4	physical	EGFR	PLD1
P00533	O14939	1	EGFR1	4	physical	EGFR	PLD2
P00533	O14939	1	EGFR1	4	Phosphorylation	EGFR	PLD2
P00533	Q15149	1	EGFR1	4	physical	EGFR	PLEC
P00533	O15162	1	EGFR1	4	physical	EGFR	PLSCR1
P00533	Q06190	1	EGFR1	4	physical	EGFR	PPP2R3A
P00533	P10644	1	EGFR1	4	physical	EGFR	PRKAR1A
P00533	P17252	1	EGFR1	4	physical	EGFR	PRKCA
P00533	Q05655	1	EGFR1	4	physical	EGFR	PRKCD
P00533	Q05397	1	EGFR1	4	physical	EGFR	PTK2
P00533	Q13882	1	EGFR1	4	physical	EGFR	PTK6
P00533	P18031	1	EGFR1	4	physical	EGFR	PTPN1
P00533	Q06124	1	EGFR1	4	physical	EGFR	PTPN11
P00533	P29350	1	EGFR1	4	physical	EGFR	PTPN6
P00533	P29350	1	EGFR1	4	Phosphorylation	EGFR	PTPN6
P00533	Q9H0H5	1	EGFR1	4	physical	EGFR	RACGAP1
P00533	P20936	1	EGFR1	4	physical	EGFR	RASA1
P00533	P20936	1	EGFR1	4	Phosphorylation	EGFR	RASA1
P00533	O15492	1	EGFR1	4	physical	EGFR	RGS16
P00533	O15492	1	EGFR1	4	Phosphorylation	EGFR	RGS16
P00533	Q13546	1	EGFR1	4	physical	EGFR	RIPK1
P00533	O75368	1	EGFR1	4	physical	EGFR	SH3BGRL
P00533	P29353	1	EGFR1	4	physical	EGFR	SHC1
P00533	P29353	1	EGFR1	4	Phosphorylation	EGFR	SHC1
P00533	Q2TAY7	1	EGFR1	4	physical	EGFR	SMU1
P00533	P62316	1	EGFR1	4	physical	EGFR	SNRPD2
P00533	O15524	1	EGFR1	4	physical	EGFR	SOCS1
P00533	O14543	1	EGFR1	4	physical	EGFR	SOCS3
P00533	Q07889	1	EGFR1	4	physical	EGFR	SOS1
P00533	Q07890	1	EGFR1	4	physical	EGFR	SOS2
P00533	P12931	1	EGFR1	4	physical	EGFR	SRC
P00533	O95630	1	EGFR1	4	physical	EGFR	STAMBP
P00533	P42224	1	EGFR1	4	physical	EGFR	STAT1
P00533	P42224	1	EGFR1	4	Phosphorylation	EGFR	STAT1
P00533	P40763	1	EGFR1	4	physical	EGFR	STAT3
P00533	P40763	1	EGFR1	4	Phosphorylation	EGFR	STAT3
P00533	P42229	1	EGFR1	4	physical	EGFR	STAT5A
P00533	P51692	1	EGFR1	4	Phosphorylation	EGFR	STAT5B
P00533	P51692	1	EGFR1	4	physical	EGFR	STAT5B
P00533	Q07912	1	EGFR1	4	physical	EGFR	TNK2
P00533	P0CG47	1	EGFR1	4	physical	EGFR	UBB
P00533	P15498	1	EGFR1	4	physical	EGFR	VAV1
P00533	P52735	1	EGFR1	4	physical	EGFR	VAV2
P00533	P52735	1	EGFR1	4	Phosphorylation	EGFR	VAV2
P00533	Q9UKW4	1	EGFR1	4	physical	EGFR	VAV3
P00533	P63104	1	EGFR1	4	physical	EGFR	YWHAZ
P19419	P28482	1	EGFR1	4	physical	ELK1	MAPK1
P19419	P27361	1	EGFR1	4	physical	ELK1	MAPK3
Q9Y6I3	O95782	1	EGFR1	4	physical	EPN1	AP2A1
Q9Y6I3	Q9UBC2	1	EGFR1	4	physical	EPN1	EPS15L1
P58107	O95782	1	EGFR1	4	physical	EPPK1	AP2A1
P58107	P63010	1	EGFR1	4	physical	EPPK1	AP2B1
P58107	P53680	1	EGFR1	4	physical	EPPK1	AP2S1
P58107	Q13191	1	EGFR1	4	physical	EPPK1	CBLB
P58107	P13987	1	EGFR1	4	physical	EPPK1	CD59
P58107	P00533	1	EGFR1	4	physical	EPPK1	EGFR
P58107	P62993	1	EGFR1	4	physical	EPPK1	GRB2
P58107	Q16695	1	EGFR1	4	physical	EPPK1	HIST3H3
P58107	P46940	1	EGFR1	4	physical	EPPK1	IQGAP1
P58107	Q04695	1	EGFR1	4	physical	EPPK1	KRT17
P58107	P05783	1	EGFR1	4	physical	EPPK1	KRT18
P58107	P08729	1	EGFR1	4	physical	EPPK1	KRT7
P58107	P05787	1	EGFR1	4	physical	EPPK1	KRT8
P58107	Q6WCQ1	1	EGFR1	4	physical	EPPK1	MPRIP
P58107	Q15149	1	EGFR1	4	physical	EPPK1	PLEC
P58107	Q06124	1	EGFR1	4	physical	EPPK1	PTPN11
P58107	Q9H0H5	1	EGFR1	4	physical	EPPK1	RACGAP1
P58107	P29353	1	EGFR1	4	physical	EPPK1	SHC1
P58107	Q2TAY7	1	EGFR1	4	physical	EPPK1	SMU1
P58107	P62316	1	EGFR1	4	physical	EPPK1	SNRPD2
P58107	Q07889	1	EGFR1	4	physical	EPPK1	SOS1
P58107	P52735	1	EGFR1	4	physical	EPPK1	VAV2
P58107	Q9UKW4	1	EGFR1	4	physical	EPPK1	VAV3
P42566	O95782	1	EGFR1	4	physical	EPS15	AP2A1
P42566	P00533	1	EGFR1	4	physical	EPS15	EGFR
Q9UBC2	Q9Y6I3	1	EGFR1	4	physical	EPS15L1	EPN1
Q12929	Q8IZP0	1	EGFR1	4	physical	EPS8	ABI1
