#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
O15169	Q92837	1	Wnt	8	physical	AXIN1	FRAT1
O15169	P49841	1	Wnt	8	physical	AXIN1	GSK3B
O15169	O75197	1	Wnt	8	physical	AXIN1	LRP5
O15169	O75581	1	Wnt	8	physical	AXIN1	LRP6
O15169	P45985	1	Wnt	8	physical	AXIN1	MAP2K4
O15169	Q13233	1	Wnt	8	physical	AXIN1	MAP3K1
O15169	Q9Y6R4	1	Wnt	8	physical	AXIN1	MAP3K4
O15169	P67775	1	Wnt	8	physical	AXIN1	PPP2CA
Q9Y2T1	P25054	1	Wnt	8	physical	AXIN2	APC
Q9Y2T1	P35222	1	Wnt	8	physical	AXIN2	CTNNB1
Q9Y2T1	P49841	1	Wnt	8	physical	AXIN2	GSK3B
O00512	P35222	1	Wnt	8	physical	BCL9	CTNNB1
O00512	P15884	1	Wnt	8	physical	BCL9	TCF4
Q9Y297	P25054	1	Wnt	8	physical	BTRC	APC
Q9Y297	O15169	1	Wnt	8	physical	BTRC	AXIN1
Q9Y297	P35222	1	Wnt	8	physical	BTRC	CTNNB1
Q9Y297	P49841	1	Wnt	8	physical	BTRC	GSK3B
P24385	P35222	1	Wnt	8	physical	CCND1	CTNNB1
P12830	P35222	1	Wnt	8	physical	CDH1	CTNNB1
P19022	O15169	1	Wnt	8	physical	CDH2	AXIN1
P19022	P35222	1	Wnt	8	physical	CDH2	CTNNB1
P19022	P14923	1	Wnt	8	physical	CDH2	JUP
P19022	O75197	1	Wnt	8	physical	CDH2	LRP5
P19022	O75581	1	Wnt	8	physical	CDH2	LRP6
Q00534	P35222	1	Wnt	8	physical	CDK6	CTNNB1
Q9P2D1	Q9UBE8	1	Wnt	8	physical	CHD7	NLK
Q9P2D1	P37231	1	Wnt	8	physical	CHD7	PPARG
Q9P2D1	Q15047	1	Wnt	8	physical	CHD7	SETDB1
P36544	P25054	1	Wnt	8	physical	CHRNA7	APC
P48729	O15169	1	Wnt	8	physical	CSNK1A1	AXIN1
P48729	P35222	1	Wnt	8	physical	CSNK1A1	CTNNB1
P48729	P35222	1	Wnt	8	Phosphorylation	CSNK1A1	CTNNB1
P48729	Q13469	1	Wnt	8	physical	CSNK1A1	NFATC2
P48730	O14641	1	Wnt	8	Phosphorylation	CSNK1D	DVL2
P48730	Q92997	1	Wnt	8	Phosphorylation	CSNK1D	DVL3
P49674	P25054	1	Wnt	8	Phosphorylation	CSNK1E	APC
P49674	O14640	1	Wnt	8	Phosphorylation	CSNK1E	DVL1
P49674	O14640	1	Wnt	8	physical	CSNK1E	DVL1
P49674	O14641	1	Wnt	8	Phosphorylation	CSNK1E	DVL2
P49674	Q92997	1	Wnt	8	Phosphorylation	CSNK1E	DVL3
Q13363	Q9NQB0	1	Wnt	8	physical	CTBP1	TCF7L2
P56545	P15884	1	Wnt	8	physical	CTBP2	TCF4
P35222	P25054	1	Wnt	8	physical	CTNNB1	APC
P35222	O15169	1	Wnt	8	physical	CTNNB1	AXIN1
P35222	Q9Y2T1	1	Wnt	8	physical	CTNNB1	AXIN2
P35222	O00512	1	Wnt	8	physical	CTNNB1	BCL9
P35222	Q9Y297	1	Wnt	8	physical	CTNNB1	BTRC
P35222	P24385	1	Wnt	8	physical	CTNNB1	CCND1
P35222	P12830	1	Wnt	8	physical	CTNNB1	CDH1
P35222	P19022	1	Wnt	8	physical	CTNNB1	CDH2
P35222	Q00534	1	Wnt	8	physical	CTNNB1	CDK6
P35222	P48729	1	Wnt	8	physical	CTNNB1	CSNK1A1
P35222	P49841	1	Wnt	8	physical	CTNNB1	GSK3B
P35222	P14923	1	Wnt	8	physical	CTNNB1	JUP
P35222	Q9UJU2	1	Wnt	8	physical	CTNNB1	LEF1
P35222	Q9UBE8	1	Wnt	8	physical	CTNNB1	NLK
P35222	Q13526	1	Wnt	8	physical	CTNNB1	PIN1
P35222	O00570	1	Wnt	8	physical	CTNNB1	SOX1
P35222	P15923	1	Wnt	8	physical	CTNNB1	TCF3
P35222	P15884	1	Wnt	8	physical	CTNNB1	TCF4
Q9Y4D1	P61586	1	Wnt	8	physical	DAAM1	RHOA
P98082	O15169	1	Wnt	8	physical	DAB2	AXIN1
P98082	Q92997	1	Wnt	8	physical	DAB2	DVL3
Q155Q3	O15169	1	Wnt	8	physical	DIXDC1	AXIN1
Q155Q3	O14641	1	Wnt	8	physical	DIXDC1	DVL2
Q155Q3	P45985	1	Wnt	8	physical	DIXDC1	MAP2K4
Q155Q3	Q9Y6R4	1	Wnt	8	physical	DIXDC1	MAP3K4
Q155Q3	P63000	1	Wnt	8	physical	DIXDC1	RAC1
O94907	O75197	1	Wnt	8	physical	DKK1	LRP5
O94907	O75581	1	Wnt	8	physical	DKK1	LRP6
O94907	Q14696	1	Wnt	8	physical	DKK1	MESDC2
O94907	P56704	1	Wnt	8	physical	DKK1	WNT3A
O14640	P31749	1	Wnt	8	physical	DVL1	AKT1
O14640	Q9NR80	1	Wnt	8	physical	DVL1	ARHGEF4
O14640	P49407	1	Wnt	8	physical	DVL1	ARRB1
O14640	O15169	1	Wnt	8	physical	DVL1	AXIN1
O14640	P49674	1	Wnt	8	physical	DVL1	CSNK1E
O14640	Q92837	1	Wnt	8	physical	DVL1	FRAT1
O14640	Q14397	1	Wnt	8	physical	DVL1	GCKR
O14640	P49841	1	Wnt	8	physical	DVL1	GSK3B
O14640	Q9BTU6	1	Wnt	8	physical	DVL1	PI4K2A
O14640	O14986	1	Wnt	8	physical	DVL1	PIP5K1B
O14640	P63000	1	Wnt	8	physical	DVL1	RAC1
O14640	Q15797	1	Wnt	8	physical	DVL1	SMAD1
O14641	P49407	1	Wnt	8	physical	DVL2	ARRB1
O14641	P32121	1	Wnt	8	physical	DVL2	ARRB2
O14641	O15169	1	Wnt	8	physical	DVL2	AXIN1
O14641	Q155Q3	1	Wnt	8	physical	DVL2	DIXDC1
O14641	Q9ULV1	1	Wnt	8	physical	DVL2	FZD4
O14641	P17252	1	Wnt	8	physical	DVL2	PRKCA
O14641	P05771	1	Wnt	8	physical	DVL2	PRKCB
O14641	P05129	1	Wnt	8	physical	DVL2	PRKCG
O14641	P63000	1	Wnt	8	physical	DVL2	RAC1
O14641	P61586	1	Wnt	8	physical	DVL2	RHOA
Q92997	O15169	1	Wnt	8	physical	DVL3	AXIN1
Q92997	P98082	1	Wnt	8	physical	DVL3	DAB2
Q92837	O15169	1	Wnt	8	physical	FRAT1	AXIN1
Q92837	O14640	1	Wnt	8	physical	FRAT1	DVL1
Q92837	P49841	1	Wnt	8	physical	FRAT1	GSK3B
Q92837	O75197	1	Wnt	8	physical	FRAT1	LRP5
O75474	P49841	1	Wnt	8	physical	FRAT2	GSK3B
Q92765	P56704	1	Wnt	8	physical	FRZB	WNT3A
Q92765	P41221	1	Wnt	8	physical	FRZB	WNT5A
Q9UP38	Q07954	1	Wnt	8	physical	FZD1	LRP1
Q9UP38	O75581	1	Wnt	8	physical	FZD1	LRP6
Q9UP38	P04628	1	Wnt	8	physical	FZD1	WNT1
Q9UP38	P09544	1	Wnt	8	physical	FZD1	WNT2
Q9UP38	P56703	1	Wnt	8	physical	FZD1	WNT3
Q9UP38	P56704	1	Wnt	8	physical	FZD1	WNT3A
Q9UP38	P56706	1	Wnt	8	physical	FZD1	WNT7B
Q9ULW2	Q13467	1	Wnt	8	physical	FZD10	FZD5
Q9ULW2	O00755	1	Wnt	8	physical	FZD10	WNT7A
Q9ULW2	P56706	1	Wnt	8	physical	FZD10	WNT7B
Q14332	Q01974	1	Wnt	8	physical	FZD2	ROR2
Q14332	P56704	1	Wnt	8	physical	FZD2	WNT3A
Q14332	P41221	1	Wnt	8	physical	FZD2	WNT5A
Q9NPG1	P09544	1	Wnt	8	physical	FZD3	WNT2
Q9NPG1	P41221	1	Wnt	8	physical	FZD3	WNT5A
Q9ULV1	P32121	1	Wnt	8	physical	FZD4	ARRB2
Q9ULV1	O14641	1	Wnt	8	physical	FZD4	DVL2
Q9ULV1	O14745	1	Wnt	8	physical	FZD4	SLC9A3R1
Q9ULV1	P56704	1	Wnt	8	physical	FZD4	WNT3A
Q9ULV1	P56706	1	Wnt	8	physical	FZD4	WNT7B
Q13467	Q9ULW2	1	Wnt	8	physical	FZD5	FZD10
Q13467	Q01974	1	Wnt	8	physical	FZD5	ROR2
Q13467	P56704	1	Wnt	8	physical	FZD5	WNT3A
Q13467	O00755	1	Wnt	8	physical	FZD5	WNT7A
O60353	Q8N474	1	Wnt	8	physical	FZD6	SFRP1
O60353	P56705	1	Wnt	8	physical	FZD6	WNT4
O75084	P56703	1	Wnt	8	physical	FZD7	WNT3
O75084	O00755	1	Wnt	8	physical	FZD7	WNT7A
Q9H461	O75197	1	Wnt	8	physical	FZD8	LRP5
Q9H461	O75581	1	Wnt	8	physical	FZD8	LRP6
Q9H461	Q2MKA7	1	Wnt	8	physical	FZD8	RSPO1
Q9H461	Q9BXY4	1	Wnt	8	physical	FZD8	RSPO3
Q9H461	P34925	1	Wnt	8	physical	FZD8	RYK
Q9H461	P04628	1	Wnt	8	physical	FZD8	WNT1
Q9H461	P56704	1	Wnt	8	physical	FZD8	WNT3A
Q9H461	P41221	1	Wnt	8	physical	FZD8	WNT5A
Q9H461	Q9H1J7	1	Wnt	8	physical	FZD8	WNT5B
O00144	P09544	1	Wnt	8	physical	FZD9	WNT2
O00144	O00755	1	Wnt	8	physical	FZD9	WNT7A
Q14397	P31749	1	Wnt	8	physical	GCKR	AKT1
Q14397	Q9NR80	1	Wnt	8	physical	GCKR	ARHGEF4
Q14397	O14640	1	Wnt	8	physical	GCKR	DVL1
Q14397	P49841	1	Wnt	8	Phosphorylation	GCKR	GSK3B
Q14397	P49841	1	Wnt	8	physical	GCKR	GSK3B
P51654	P41221	1	Wnt	8	physical	GPC3	WNT5A
P49840	O75581	1	Wnt	8	Phosphorylation	GSK3A	LRP6
P49840	Q01974	1	Wnt	8	Phosphorylation	GSK3A	ROR2
P49841	P31749	1	Wnt	8	physical	GSK3B	AKT1
P49841	P25054	1	Wnt	8	Phosphorylation	GSK3B	APC
P49841	P25054	1	Wnt	8	physical	GSK3B	APC
P49841	Q9NR80	1	Wnt	8	physical	GSK3B	ARHGEF4
P49841	O15169	1	Wnt	8	physical	GSK3B	AXIN1
P49841	Q9Y2T1	1	Wnt	8	physical	GSK3B	AXIN2
P49841	Q9Y297	1	Wnt	8	physical	GSK3B	BTRC
P49841	P35222	1	Wnt	8	Phosphorylation	GSK3B	CTNNB1
P49841	P35222	1	Wnt	8	physical	GSK3B	CTNNB1
P49841	O14640	1	Wnt	8	physical	GSK3B	DVL1
P49841	Q92837	1	Wnt	8	physical	GSK3B	FRAT1
P49841	O75474	1	Wnt	8	physical	GSK3B	FRAT2
P49841	Q14397	1	Wnt	8	physical	GSK3B	GCKR
P49841	Q13418	1	Wnt	8	physical	GSK3B	ILK
P49841	Q01974	1	Wnt	8	Phosphorylation	GSK3B	ROR2
Q13418	P25054	1	Wnt	8	physical	ILK	APC
Q13418	P49841	1	Wnt	8	Phosphorylation	ILK	GSK3B
Q13418	P49841	1	Wnt	8	physical	ILK	GSK3B
P14923	P25054	1	Wnt	8	physical	JUP	APC
P14923	P19022	1	Wnt	8	physical	JUP	CDH2
P14923	P35222	1	Wnt	8	physical	JUP	CTNNB1
Q9UEF7	P04628	1	Wnt	8	physical	KL	WNT1
Q9UEF7	P56703	1	Wnt	8	physical	KL	WNT3
Q9UEF7	P56705	1	Wnt	8	physical	KL	WNT4
Q9UEF7	P41221	1	Wnt	8	physical	KL	WNT5A
Q96MU8	Q2MKA7	1	Wnt	8	physical	KREMEN1	RSPO1
Q9UJU2	P35222	1	Wnt	8	physical	LEF1	CTNNB1
Q9UJU2	Q9UBE8	1	Wnt	8	physical	LEF1	NLK
Q07954	Q9UP38	1	Wnt	8	physical	LRP1	FZD1
O75197	O15169	1	Wnt	8	physical	LRP5	AXIN1
O75197	P19022	1	Wnt	8	physical	LRP5	CDH2
O75197	O94907	1	Wnt	8	physical	LRP5	DKK1
O75197	Q92837	1	Wnt	8	physical	LRP5	FRAT1
O75197	Q9H461	1	Wnt	8	physical	LRP5	FZD8
O75197	P04628	1	Wnt	8	physical	LRP5	WNT1
O75581	O15169	1	Wnt	8	physical	LRP6	AXIN1
O75581	P19022	1	Wnt	8	physical	LRP6	CDH2
O75581	O94907	1	Wnt	8	physical	LRP6	DKK1
O75581	Q9UP38	1	Wnt	8	physical	LRP6	FZD1
O75581	Q9H461	1	Wnt	8	physical	LRP6	FZD8
O75581	Q14696	1	Wnt	8	physical	LRP6	MESDC2
O75581	Q2MKA7	1	Wnt	8	physical	LRP6	RSPO1
O75581	Q9BXY4	1	Wnt	8	physical	LRP6	RSPO3
O75581	P04628	1	Wnt	8	physical	LRP6	WNT1
O75581	P56704	1	Wnt	8	physical	LRP6	WNT3A
O75581	P41221	1	Wnt	8	physical	LRP6	WNT5A
O75581	O14905	1	Wnt	8	physical	LRP6	WNT9B
P45985	O15169	1	Wnt	8	physical	MAP2K4	AXIN1
P45985	Q155Q3	1	Wnt	8	physical	MAP2K4	DIXDC1
Q13233	O15169	1	Wnt	8	physical	MAP3K1	AXIN1
Q9Y6R4	O15169	1	Wnt	8	physical	MAP3K4	AXIN1
Q9Y6R4	Q155Q3	1	Wnt	8	physical	MAP3K4	DIXDC1
P45983	Q02962	1	Wnt	8	Phosphorylation	MAPK8	PAX2
Q7KZI7	Q92997	1	Wnt	8	Phosphorylation	MARK2	DVL3
Q14696	O94907	1	Wnt	8	physical	MESDC2	DKK1
Q14696	O75581	1	Wnt	8	physical	MESDC2	LRP6
Q14696	P56704	1	Wnt	8	physical	MESDC2	WNT3A
Q13469	P48729	1	Wnt	8	physical	NFATC2	CSNK1A1
Q9UBE8	Q9P2D1	1	Wnt	8	physical	NLK	CHD7
Q9UBE8	P35222	1	Wnt	8	physical	NLK	CTNNB1
Q9UBE8	Q9UJU2	1	Wnt	8	Phosphorylation	NLK	LEF1
Q9UBE8	Q9UJU2	1	Wnt	8	physical	NLK	LEF1
Q9UBE8	P37231	1	Wnt	8	physical	NLK	PPARG
Q9UBE8	Q15047	1	Wnt	8	physical	NLK	SETDB1
Q9UBE8	Q15047	1	Wnt	8	Dephosphorylation	NLK	SETDB1
Q9UBE8	P15884	1	Wnt	8	physical	NLK	TCF4
Q9UBE8	P15884	1	Wnt	8	Phosphorylation	NLK	TCF4
Q9BTU6	O14640	1	Wnt	8	physical	PI4K2A	DVL1
Q9BTU6	O14986	1	Wnt	8	physical	PI4K2A	PIP5K1B
Q13526	P35222	1	Wnt	8	physical	PIN1	CTNNB1
O14986	O14640	1	Wnt	8	physical	PIP5K1B	DVL1
O14986	Q9BTU6	1	Wnt	8	physical	PIP5K1B	PI4K2A
P37231	Q9P2D1	1	Wnt	8	physical	PPARG	CHD7
P37231	Q9UBE8	1	Wnt	8	physical	PPARG	NLK
P37231	Q15047	1	Wnt	8	physical	PPARG	SETDB1
P62136	Q9UD71	1	Wnt	8	physical	PPP1CA	PPP1R1B
Q9UD71	P62136	1	Wnt	8	physical	PPP1R1B	PPP1CA
P67775	O15169	1	Wnt	8	Dephosphorylation	PPP2CA	AXIN1
P67775	O15169	1	Wnt	8	physical	PPP2CA	AXIN1
P17612	Q9UD71	1	Wnt	8	Phosphorylation	PRKACA	PPP1R1B
P17252	O14641	1	Wnt	8	Phosphorylation	PRKCA	DVL2
P17252	O14641	1	Wnt	8	physical	PRKCA	DVL2
P05771	O14641	1	Wnt	8	Phosphorylation	PRKCB	DVL2
P05771	O14641	1	Wnt	8	physical	PRKCB	DVL2
P05129	O14641	1	Wnt	8	Phosphorylation	PRKCG	DVL2
P05129	O14641	1	Wnt	8	physical	PRKCG	DVL2
P63000	Q155Q3	1	Wnt	8	physical	RAC1	DIXDC1
P63000	O14640	1	Wnt	8	physical	RAC1	DVL1
P63000	O14641	1	Wnt	8	physical	RAC1	DVL2
P61586	Q9Y4D1	1	Wnt	8	physical	RHOA	DAAM1
P61586	O14641	1	Wnt	8	physical	RHOA	DVL2
Q01973	P56703	1	Wnt	8	physical	ROR1	WNT3
Q01973	P41221	1	Wnt	8	physical	ROR1	WNT5A
Q01974	Q14332	1	Wnt	8	physical	ROR2	FZD2
Q01974	Q13467	1	Wnt	8	physical	ROR2	FZD5
Q01974	P04628	1	Wnt	8	physical	ROR2	WNT1
Q01974	P09544	1	Wnt	8	physical	ROR2	WNT2
Q01974	P56703	1	Wnt	8	physical	ROR2	WNT3
Q01974	P56704	1	Wnt	8	physical	ROR2	WNT3A
Q01974	P56705	1	Wnt	8	physical	ROR2	WNT4
Q01974	P41221	1	Wnt	8	physical	ROR2	WNT5A
Q01974	Q9H1J7	1	Wnt	8	physical	ROR2	WNT5B
Q01974	Q9Y6F9	1	Wnt	8	physical	ROR2	WNT6
Q01974	O00755	1	Wnt	8	physical	ROR2	WNT7A
Q01974	P31946	1	Wnt	8	Phosphorylation	ROR2	YWHAB
Q2MKA7	Q9H461	1	Wnt	8	physical	RSPO1	FZD8
Q2MKA7	Q96MU8	1	Wnt	8	physical	RSPO1	KREMEN1
Q2MKA7	O75581	1	Wnt	8	physical	RSPO1	LRP6
Q2MKA7	P04628	1	Wnt	8	physical	RSPO1	WNT1
Q6UXX9	P04628	1	Wnt	8	physical	RSPO2	WNT1
Q9BXY4	Q9H461	1	Wnt	8	physical	RSPO3	FZD8
Q9BXY4	O75581	1	Wnt	8	physical	RSPO3	LRP6
Q9BXY4	P04628	1	Wnt	8	physical	RSPO3	WNT1
P34925	Q9H461	1	Wnt	8	physical	RYK	FZD8
P34925	P04628	1	Wnt	8	physical	RYK	WNT1
P34925	P56704	1	Wnt	8	physical	RYK	WNT3A
Q15047	Q9P2D1	1	Wnt	8	physical	SETDB1	CHD7
Q15047	Q9UBE8	1	Wnt	8	physical	SETDB1	NLK
Q15047	P37231	1	Wnt	8	physical	SETDB1	PPARG
Q8N474	O60353	1	Wnt	8	physical	SFRP1	FZD6
Q8N474	P04628	1	Wnt	8	physical	SFRP1	WNT1
Q8N474	P09544	1	Wnt	8	physical	SFRP1	WNT2
Q8N474	P56704	1	Wnt	8	physical	SFRP1	WNT3A
Q8N474	P56705	1	Wnt	8	physical	SFRP1	WNT4
Q8N474	P41221	1	Wnt	8	physical	SFRP1	WNT5A
Q96HF1	P56704	1	Wnt	8	physical	SFRP2	WNT3A
Q96HF1	P56705	1	Wnt	8	physical	SFRP2	WNT4
Q96HF1	P41221	1	Wnt	8	physical	SFRP2	WNT5A
Q6FHJ7	O00755	1	Wnt	8	physical	SFRP4	WNT7A
O14745	Q9ULV1	1	Wnt	8	physical	SLC9A3R1	FZD4
Q15797	O14640	1	Wnt	8	physical	SMAD1	DVL1
O00570	P35222	1	Wnt	8	physical	SOX1	CTNNB1
P15923	P35222	1	Wnt	8	physical	TCF3	CTNNB1
P15884	O00512	1	Wnt	8	physical	TCF4	BCL9
P15884	P56545	1	Wnt	8	physical	TCF4	CTBP2
P15884	P35222	1	Wnt	8	physical	TCF4	CTNNB1
P15884	Q9UBE8	1	Wnt	8	physical	TCF4	NLK
Q9NQB0	Q13363	1	Wnt	8	physical	TCF7L2	CTBP1
Q9Y5W5	O96014	1	Wnt	8	physical	WIF1	WNT11
Q9Y5W5	P56704	1	Wnt	8	physical	WIF1	WNT3A
Q9Y5W5	P56705	1	Wnt	8	physical	WIF1	WNT4
Q9Y5W5	P41221	1	Wnt	8	physical	WIF1	WNT5A
Q9Y5W5	Q9H1J7	1	Wnt	8	physical	WIF1	WNT5B
Q9Y5W5	O00755	1	Wnt	8	physical	WIF1	WNT7A
Q9Y5W5	O14904	1	Wnt	8	physical	WIF1	WNT9A
P04628	Q9UP38	1	Wnt	8	physical	WNT1	FZD1
P04628	Q9H461	1	Wnt	8	physical	WNT1	FZD8
P04628	Q9UEF7	1	Wnt	8	physical	WNT1	KL
P04628	O75197	1	Wnt	8	physical	WNT1	LRP5
P04628	O75581	1	Wnt	8	physical	WNT1	LRP6
P04628	Q01974	1	Wnt	8	physical	WNT1	ROR2
P04628	Q2MKA7	1	Wnt	8	physical	WNT1	RSPO1
P04628	Q6UXX9	1	Wnt	8	physical	WNT1	RSPO2
P04628	Q9BXY4	1	Wnt	8	physical	WNT1	RSPO3
P04628	P34925	1	Wnt	8	physical	WNT1	RYK
P04628	Q8N474	1	Wnt	8	physical	WNT1	SFRP1
P04628	P09544	1	Wnt	8	physical	WNT1	WNT2
O96014	Q9Y5W5	1	Wnt	8	physical	WNT11	WIF1
O96014	P56704	1	Wnt	8	physical	WNT11	WNT3A
O96014	P56705	1	Wnt	8	physical	WNT11	WNT4
O96014	P41221	1	Wnt	8	physical	WNT11	WNT5A
O96014	Q9H1J7	1	Wnt	8	physical	WNT11	WNT5B
O96014	O00755	1	Wnt	8	physical	WNT11	WNT7A
O96014	O14904	1	Wnt	8	physical	WNT11	WNT9A
P09544	Q9UP38	1	Wnt	8	physical	WNT2	FZD1
P09544	Q9NPG1	1	Wnt	8	physical	WNT2	FZD3
P09544	O00144	1	Wnt	8	physical	WNT2	FZD9
P09544	Q01974	1	Wnt	8	physical	WNT2	ROR2
P09544	Q8N474	1	Wnt	8	physical	WNT2	SFRP1
P09544	P04628	1	Wnt	8	physical	WNT2	WNT1
P56703	Q9UP38	1	Wnt	8	physical	WNT3	FZD1
P56703	O75084	1	Wnt	8	physical	WNT3	FZD7
P56703	Q9UEF7	1	Wnt	8	physical	WNT3	KL
P56703	Q01973	1	Wnt	8	physical	WNT3	ROR1
P56703	Q01974	1	Wnt	8	physical	WNT3	ROR2
P56704	O94907	1	Wnt	8	physical	WNT3A	DKK1
P56704	Q92765	1	Wnt	8	physical	WNT3A	FRZB
P56704	Q9UP38	1	Wnt	8	physical	WNT3A	FZD1
P56704	Q14332	1	Wnt	8	physical	WNT3A	FZD2
P56704	Q9ULV1	1	Wnt	8	physical	WNT3A	FZD4
P56704	Q13467	1	Wnt	8	physical	WNT3A	FZD5
P56704	Q9H461	1	Wnt	8	physical	WNT3A	FZD8
P56704	O75581	1	Wnt	8	physical	WNT3A	LRP6
P56704	Q14696	1	Wnt	8	physical	WNT3A	MESDC2
P56704	Q01974	1	Wnt	8	physical	WNT3A	ROR2
P56704	P34925	1	Wnt	8	physical	WNT3A	RYK
P56704	Q8N474	1	Wnt	8	physical	WNT3A	SFRP1
P56704	Q96HF1	1	Wnt	8	physical	WNT3A	SFRP2
P56704	Q9Y5W5	1	Wnt	8	physical	WNT3A	WIF1
P56704	O96014	1	Wnt	8	physical	WNT3A	WNT11
P56704	P56705	1	Wnt	8	physical	WNT3A	WNT4
P56704	P41221	1	Wnt	8	physical	WNT3A	WNT5A
P56704	Q9H1J7	1	Wnt	8	physical	WNT3A	WNT5B
P56704	O00755	1	Wnt	8	physical	WNT3A	WNT7A
P56704	O14904	1	Wnt	8	physical	WNT3A	WNT9A
P56705	O60353	1	Wnt	8	physical	WNT4	FZD6
P56705	Q9UEF7	1	Wnt	8	physical	WNT4	KL
P56705	Q01974	1	Wnt	8	physical	WNT4	ROR2
P56705	Q8N474	1	Wnt	8	physical	WNT4	SFRP1
P56705	Q96HF1	1	Wnt	8	physical	WNT4	SFRP2
P56705	Q9Y5W5	1	Wnt	8	physical	WNT4	WIF1
P56705	O96014	1	Wnt	8	physical	WNT4	WNT11
P56705	P56704	1	Wnt	8	physical	WNT4	WNT3A
P56705	P41221	1	Wnt	8	physical	WNT4	WNT5A
P56705	Q9H1J7	1	Wnt	8	physical	WNT4	WNT5B
P56705	O00755	1	Wnt	8	physical	WNT4	WNT7A
P56705	O14904	1	Wnt	8	physical	WNT4	WNT9A
P41221	Q92765	1	Wnt	8	physical	WNT5A	FRZB
P41221	Q14332	1	Wnt	8	physical	WNT5A	FZD2
P41221	Q9NPG1	1	Wnt	8	physical	WNT5A	FZD3
P41221	Q9H461	1	Wnt	8	physical	WNT5A	FZD8
P41221	P51654	1	Wnt	8	physical	WNT5A	GPC3
P41221	Q9UEF7	1	Wnt	8	physical	WNT5A	KL
P41221	O75581	1	Wnt	8	physical	WNT5A	LRP6
P41221	Q01973	1	Wnt	8	physical	WNT5A	ROR1
P41221	Q01974	1	Wnt	8	physical	WNT5A	ROR2
P41221	Q8N474	1	Wnt	8	physical	WNT5A	SFRP1
P41221	Q96HF1	1	Wnt	8	physical	WNT5A	SFRP2
P41221	Q9Y5W5	1	Wnt	8	physical	WNT5A	WIF1
P41221	O96014	1	Wnt	8	physical	WNT5A	WNT11
P41221	P56704	1	Wnt	8	physical	WNT5A	WNT3A
P41221	P56705	1	Wnt	8	physical	WNT5A	WNT4
P41221	Q9H1J7	1	Wnt	8	physical	WNT5A	WNT5B
P41221	O00755	1	Wnt	8	physical	WNT5A	WNT7A
P41221	O14904	1	Wnt	8	physical	WNT5A	WNT9A
Q9H1J7	Q9H461	1	Wnt	8	physical	WNT5B	FZD8
Q9H1J7	Q01974	1	Wnt	8	physical	WNT5B	ROR2
Q9H1J7	Q9Y5W5	1	Wnt	8	physical	WNT5B	WIF1
Q9H1J7	O96014	1	Wnt	8	physical	WNT5B	WNT11
Q9H1J7	P56704	1	Wnt	8	physical	WNT5B	WNT3A
Q9H1J7	P56705	1	Wnt	8	physical	WNT5B	WNT4
Q9H1J7	P41221	1	Wnt	8	physical	WNT5B	WNT5A
Q9H1J7	O00755	1	Wnt	8	physical	WNT5B	WNT7A
Q9H1J7	O14904	1	Wnt	8	physical	WNT5B	WNT9A
Q9Y6F9	Q01974	1	Wnt	8	physical	WNT6	ROR2
O00755	Q9ULW2	1	Wnt	8	physical	WNT7A	FZD10
